killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
SCAR-L,pudgydakota,1,288248.5,273119.9,ERANGEL,2U4GBNA0Ymm8_HzIemt1laEHS2XoZb7O_vnoc8TxeTjbTY0irK5ppfT3FGAteUiX,1719,Whiteboy-VX9-,6,284201.2,272702
M416,BKNick,20,445707.6,622258.6,ERANGEL,2U4GBNA0Ymm5f0qvR3zRwj1j67kRAMmTPuFQpA5wCpjo902STowJgAscrtHm-3He,204,WJwjwin,22,447159.6,621961.2
Down and Out,AG_ZhuYang,18,445450.6,622435.6,ERANGEL,2U4GBNA0YmkHvwnFharBNy5ia3sBVMtdk_1pJrS3EuFF9GXJqsGx9pBroZbBv7vP,245,qsGG,25,446300.8,620652.1
M416,Miriamoe,32,398690.6,286041.3,ERANGEL,2U4GBNA0YmnwbrhDoYS3aH5BdkBBlqUY9TiM0YwHgF8M-7BB_uz2ieqsvD3ts1PX,302,Sustainnnn,39,398854.3,285096.5
UMP9,GameRookie,20,538088.3,242684.3,ERANGEL,2U4GBNA0YmmIIbZJhRXtb9Ciafy0dfB1VrryDUVq3NuXnZLYSM5ppYx47F6fHiWw,516,Geo-Wolf,7,536417.1,242635.6
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymnf45OouHxRONF3gR5-Tpxb3dqRoG7u6kt5W3XmTHJ-4J5VzTU-QIH9,847,Verifyed,26,0,0
AKM,MisayaGH,8,423092.1,300980.4,ERANGEL,2U4GBNA0Ymnbmcq1rdbaGJfjCK8GPWLV8D4gS6tkG-ekaTuswTKCdfoFh-vf624H,604,535251,50,427739.5,304964.2
Down and Out,Rektsic,14,213791.2,469812.9,ERANGEL,2U4GBNA0YmnX1QV2TdyiC8hqPDXJcqddsq943jq3mW5DPARcbpChZznyEnu9VRCR,1064,kai-lo,12,203221.7,477486.8
M416,virtus-prog2a,21,544504.1,386243.4,ERANGEL,2U4GBNA0YmnxDGGQtWphXZlZebp2AvamSO6jpt1rTcBjPc0DFTSAuYJLkkVhE0w4,1157,Mingstar512,25,537625.6,369667.9
M16A4,YU-H8888,25,224334.8,358744.5,ERANGEL,2U4GBNA0YmkEmsrNyVVnRq9SmXri96RU4WtSowjXVllwyTpEdsWfWb1IMW1PALJK,690,woshipla11,31,223565.8,360420.3
AKM,TheSaxyGamer,2,177646.7,411368.1,ERANGEL,2U4GBNA0YmkDrKutbB5KBgmDsxXjv0YW4s2soRltPSsVYZBL9IWpJGM3IHChfvCe,1811,Maxerious,3,179077.8,412689.8
UMP9,Fanteezy,11,680163.6,227996.2,ERANGEL,2U4GBNA0Ymno21MdDdcNtvz3DCuqL_G6L0ld-KEdtC2XIFtNTeIxW8WgLmxCNPe1,1175,khaneezi,11,0,0
UMP9,PorkChopExpress,18,411551.4,302255.3,ERANGEL,2U4GBNA0Ymlwc6bhKgr_SoNxH4T5l9LrVL7IpOlirz47jrt-R93VBo7uBh_V7Qbu,903,mahou_sama,15,411873.7,301757.6
AKM,HN_zhangyuan,10,435254,278046.9,MIRAMAR,2U4GBNA0YmmLZp0PZEHVS9VmvVjjTagdDVjJAYTfne2AwNjkhxVWmdBf4C344nPR,254,MagicVue,24,435837.2,276299.8
P18C,Roy-Boy,53,531420.3,221326.7,ERANGEL,2U4GBNA0YmkwXZY6OCJqAn44MjSsM5-eoWHBuAiYM-bPwgQV5PX5a567F-lDchR4,116,ZweegZwaggington,88,531176.7,221341.5
M416,KaiZeus_VN,4,433817.2,451357.1,ERANGEL,2U4GBNA0Ymnap8c6oeDPtCpw4paxM4HTPioJ8S2NS613ommKGDeQgtjGgoW1OMi9,1475,Dad_Fish,9,433559.6,451213.8
M416,qwqertyui,2,403525.2,234765.3,ERANGEL,2U4GBNA0YmnwSyJEVJ1PfOLJ7x8f3FaDfI1T0hDT4oi1xuwgNRr9BSvR87Dwfgf9,864,pwl333,43,397143.8,235318.8
SCAR-L,SGarmstrong,8,429807.8,218587.4,ERANGEL,2U4GBNA0YmnuNdiUS7oGKAw_-WFW9EDsvzM9SfKYFk76NMIYFoAmt_6IRGo_uoko,1125,Fifflaren_0,25,427208,216763.4
M16A4,DannyYan0o0,37,475032,364994.6,MIRAMAR,2U4GBNA0Ymm9QBbSFw8jkv0c7DrFR3-NgCSa7G_NLk8nJpkWpltmFmCTgUevPsHx,152,Nein_dux,84,475631.9,365557
Down and Out,Tulka,1,268035.2,333645.9,ERANGEL,2U4GBNA0Ymn-mAmquB_tZiQYx5f7aUQ5tSBscK164Npb15Wiln4ymFNKXmKOjp-K,499,Forest__Trump,31,267640,333917.6
Bluezone,NA,NA,NA,NA,MIRAMAR,2U4GBNA0Ymk7FmCK4qe9Ccc0CNqCQUhtjcXZ4H_NPKL8iynz_WvSghOWq-_g7Nhc,1327,Mr-cisu,9,405991.3,358818.1
Mini 14,SADWETDSGSADG,1,449427.1,298938.5,ERANGEL,2U4GBNA0Yml4BzrVUlzXCkR5tKT0jLHoW16O-3ni420-tz6ngIl3s-3ux2VdIX4_,760,Oliv4nder,22,456180.6,302797
S1897,Slimminty,28,687264.3,462101.3,ERANGEL,2U4GBNA0YmnJ-5C-AiEOgcmsXy5ZYYJ2UfURruHSSiZnUI7aZDVYtGGKVJzXkTY6,132,DAWNBOOLIO,44,687282.6,461585
Down and Out,gh3tt0smurf,15,356748.1,404894.6,ERANGEL,2U4GBNA0YmmXsSrCZXAeQDjPL-OcMkhI2PgJp54zqu5qpH_IZXx378sheuX0JUCc,524,GameOver909,NA,356000.9,403008.3
M16A4,Cinccino,18,401524,293306.2,ERANGEL,2U4GBNA0Ymn9QRZ0aRHaUxAWs6NMf8hMiPw5vHuBmNke8koqpshPr_lj7wntV33X,291,paopao---,21,405176.3,281391.5
UMP9,08VINO24,3,154452.9,294789.3,ERANGEL,2U4GBNA0YmmaZKOxYSjR-DPAGegK6FkhUQHcImY78xQfTRqvvl3gIZhAbdPkOpld,344,xiaobinalipao654,19,155085.7,295573.6
Kar98k,GuoHongYu,23,427654.8,540062,MIRAMAR,2U4GBNA0Yml2eqpYXDYWyvPzv-BNlJPA6pB0yPBixyjIRj1KhrDlsa6IBnlDWhn_,163,T6_Uzi,17,424923.3,543805.3
Down and Out,antmug1989,2,369514.2,224127.2,MIRAMAR,2U4GBNA0YmkTheBHkfzqFxybb8AvwOIeG-FmcovWS5ysWMNHMHeZeCrVvbtbrjzj,1127,luanxintao,18,381178.8,212602.1
M16A4,K11ssaq,11,301737.9,505949.9,ERANGEL,2U4GBNA0YmlLtaafHvCYKIq0Wzxw_TtpFBAYbtDNc6k29QWlECDX1-2nq6Hidt6-,1014,kongyin,6,301530.7,506263.8
M16A4,dezgon,18,359876.3,405336.3,ERANGEL,2U4GBNA0YmlnZhjLW05GJHrGjAOdl19UVpv7AueRSKP78TF-vmZKu7n6YRJOlPCV,175,ASDFSAFFSAF,27,360492.1,405545.6
Down and Out,Super-rdf,7,161514.4,314597.1,ERANGEL,2U4GBNA0YmnD9UDRzttv9JiOqEFB1oDLZFskrcxJ7fl8RQqU2yfhfkIVinepBYQT,688,MaguAllone,22,159469.9,312277.3
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmLCpkzSbEjxfW-oN3gf0uZnYCvBftenmHfUtplnO0yb3cELD3gZZ7x,1069,xx199982,11,285986.2,467292.2
Down and Out,wubaba333,18,147991.6,536093.6,ERANGEL,2U4GBNA0YmkRaCT2QfSdvi3DgmongCzQzcZdC1i3z9fRrssj_LxnrIMV5CnYxvKc,1495,daitaochiji,7,143104.9,536853.1
Kar98k,V-Virus,26,432727.2,607438.7,ERANGEL,2U4GBNA0YmlFckRzDF4mTKX75JlMGNZezUMUVBDgjHj7Js-5gnM22Vez0upF6RwM,354,Zxzcyx,46,427525.6,617346.8
SCAR-L,tele,2,595950.2,480723.9,MIRAMAR,2U4GBNA0Ymm0eYgxf-mCh3PzvvMBsUfPTMir1mqMfI7qe6VUwhLJ9qj3r_qhI9JD,1762,ChinaMCHL,NA,595472.4,495267.9
AKM,js-chen,10,437966.8,622996.6,ERANGEL,2U4GBNA0YmlJ_anWVKKR5gJf9Cp9vBvCQIJtvPcjVcPyHAm6ZxwOBXbeWLpB5QSi,189,BestNidaleeNA,24,445674.8,623637.6
M416,SnarlingMango,4,116035.4,368823.5,ERANGEL,2U4GBNA0Ymm5MriNHTL0JFGs6NR36fa-5sbZRO__GG5uDrfuBWUAEJVamtqGKuIN,1530,Rushasu,12,115328.7,368415.7
M416,559411,17,364083.6,407399.5,ERANGEL,2U4GBNA0YmlIsUzKVieT2IzO20lErojF_z0XQAb4mtSvIgfmSAWrJbMjWCxQl1TD,515,Zaijiezaili,21,363595.9,408100.8
AKM,Meowmixalot,59,285646.8,559535.2,ERANGEL,2U4GBNA0YmkTJdKCO6jq6ET_LtAZ_0v7RBRjKpir0u1f0SiA4JhzoH57yegwh4OK,210,detoxtherapy,63,288189.3,563777.8
P1911,Lzc92,20,437707.2,640071,ERANGEL,2U4GBNA0YmlG4kgl7ynNzpv7kqaJEO0fs_ErdAsW6PdDzqsyfXekMol8QDnw7tgv,215,wangxz666,24,437009.5,640133.4
AKM,biubiubiu0600,5,551378.9,185480.5,ERANGEL,2U4GBNA0Yml6Jxf9IF0E10xTTQdpHAo80Asyve9BqVLYs2BPIcTBqHABgLCgtrcx,1354,AaVVV,8,550876.9,189482.2
S12K,DeathTrial,7,398224.1,293467.3,ERANGEL,2U4GBNA0Ymn0td3_LaRv3-JgdBA7xlpMsVgqTQybhAJpaHgXkRWeNQar0081ScjS,294,terry5568,37,399339.3,292323
S1897,hyunjun1108,46,450701.3,629353.8,ERANGEL,2U4GBNA0YmnBR6lNrR_jqCNGJISlbYH_W_jdBSVMoG1qszRIL89IY9z-wI1-cffq,91,wakakaren,87,451812.8,629674.8
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkT-0pRk5hF4Q5NFVzEXx7ascQRhNHyXYn48Z5cpOQiYodogqxio6Et,1515,TheRealNZCloud,5,408933.8,410064.4
Down and Out,babyxiao_,10,162743.6,280224.1,ERANGEL,2U4GBNA0YmmbzO2eFYkqe4voo-uizpljdkDrNurOgpYtBpiSg0xoFzNRs5N1dJrR,314,Futurizer,22,153787.7,277338.2
M16A4,Zackariahkus,1,456333.7,585251.4,ERANGEL,2U4GBNA0YmkA_RQo-shvp4dKrwS9NP5swDfHxoWD4VBqdDhFxZKfDuWQxPhScpgc,1746,Rick_1991,5,448466.1,586728.8
M16A4,knighting824,1,376687.2,133929.5,ERANGEL,2U4GBNA0YmkO2XV27AlWU-v2yKIuMlFWfYOdTzFsVWH47FxVt4AQwzRZR17ZaqUE,508,leixiaobin,18,377612.6,128173.3
SKS,Unas_text,2,333920.2,492547.1,MIRAMAR,2U4GBNA0Ymmbqp_IUTeZVnazWuqr1257fHMn5UlW272j5egZHA2zs92igq-cYA1J,1325,L9nus,6,347713.1,504080.6
M16A4,w1c2x345,20,400740.3,285171.4,ERANGEL,2U4GBNA0Yml6ArBk62D84ucZQ42kUD_uxcjsGbnXkD4NYiRmk-PQqCYYsvDHvEXM,277,depthsite,20,400623.9,285203.8
M416,SFVasill,28,364451.2,395118.4,ERANGEL,2U4GBNA0Ymk3Vq1D6Kz37y4xB-WvKm77MrTxULappaRwJAUp2VI3OK9W8E0vXogs,192,lilredmobbinhood,28,364072.7,395490.9
AKM,SKT_Bang-_-,1,663940.4,307980.9,ERANGEL,2U4GBNA0YmlEhBw0ZqC0vKmOV3BcS07-zy5rQ6UMwwTPADOb9N-0I3o0t1LeNrt3,1109,lovelaoshan,12,661720.6,307831.3
Vector,TB-Mengkeji,16,621097.6,298016,ERANGEL,2U4GBNA0Ymnb5rMiDg67iXoAoMK8tdvEbw6yDIiARi2xmU5w6zc_hr9pgZUwKiR7,421,Azomeblase,21,620862.6,298465.6
M416,CSJSPP,14,488121.2,297448.7,ERANGEL,2U4GBNA0YmkgI2wvRfL6cJCoXfpLD7LY4nHoKPwOn6oVPy5RJ7BrRVAul88_JVI8,1040,Yibao201314,15,488056.2,298305.8
Mini 14,qiurisuifeng,35,371748.3,424093.8,MIRAMAR,2U4GBNA0YmlVcWUfzkLMIboOQixVEjgVxWqROVdEnAZ1ArzUUQ2z9CDWSDKMsRwX,121,buchouhuangjinye,42,371338.1,421860.2
M416,kjshdfjkg,5,461473.9,303466.8,ERANGEL,2U4GBNA0YmnFH163fetqmumikjENoVzPOQux95SW8BemfSzdKzezlbvMrHW0S0dZ,1298,ddkc666,5,461060.2,303757.8
AKM,SASgonnaKillYa,2,321747.8,633470.4,ERANGEL,2U4GBNA0YmmaAC_xQ2rpgNVSrXwt7jtjZ8BnskXWY0bkChy87Krzl00V4RgmoLfu,1346,KrisVictoria,NA,321267.3,634115.3
M16A4,nuegouwww,6,591623.5,473348.9,ERANGEL,2U4GBNA0YmkR_40JtIR-T4cMpbkOSLjsvdnAKxwMdfuxRAJEXEZUPQEmSaJ58LF6,453,qu1nter,26,591829.4,473480
SCAR-L,BooM-F,1,535043.6,249921.5,ERANGEL,2U4GBNA0YmnP1pNUp8mS9Xidb1kIS8Xu38qBABmS7bEqm7r2zBlVZ2Bx7xyJeC_f,1870,wsnyy9527,4,529344.7,252320.2
M16A4,Chicken10dies,8,332420.8,342785.3,ERANGEL,2U4GBNA0Ymn4ejmSmF0BaksuhGFV0JDoZ3coT-9Zn5KB-vchIP2akcBPnvH4-4Sw,1521,clp85,6,332683.7,343338.9
M416,Ambro12,17,400427.9,350295.3,ERANGEL,2U4GBNA0YmluZoQuiRdzUJ1Dq94AQG07oinBgrXhB5jxyvIqt5-8Poz5UIrSUVr7,664,MeHuLoy,19,401584.3,350407.5
S12K,Yakmier,17,664165.9,120597.6,ERANGEL,2U4GBNA0YmnpE9Z7rs_hzdihcTKmrZJeZoqUNIiaxhhaYkxNaw5zkvQUY7we3daB,714,psndmyLYB,3,665017.9,120561.5
M416,WicKedTanK,2,218240.8,330891,ERANGEL,2U4GBNA0Yml2WCxzbNUI66CBxnjJP_ZuoXx5iygMwgRlaq3ZWlSf_5MdVU6wU2iz,1561,M416-9,3,221557.3,328200.5
SCAR-L,yinmohan,4,497513.4,179261.3,ERANGEL,2U4GBNA0YmkNcNbKoQOLk4ggO1mPnqzuYniGwbjqpaNgbkmSPB37p4h_eF1pxZcF,1610,liushu52545,3,491441.6,173951.4
Kar98k,BaiZong_,2,373452,133478.9,ERANGEL,2U4GBNA0YmlvWnDWuhlT5iGWmZjZmjnY1c2f5ms9yXLYq6ALXKjpGORe496qr2rP,1745,Baconhead78,5,361196.8,156718.4
SCAR-L,Fetchkel15,6,328884.4,529114.3,ERANGEL,2U4GBNA0Ymnms_hlE_fLZQEWDpo1vKK8QxPe5Bi2a07o4NGS4Lq-fxbAfindkclq,1178,ly8861,8,324407.9,540464.6
Down and Out,Phogoth,26,419902.5,324706.4,ERANGEL,2U4GBNA0YmnL8f5elFFTKxjd2CSXz0qD3o3bt0kk1qgGQvXoBboneH_lVKQYXvip,321,KhrizpyTaco,35,419821.2,324677.4
SCAR-L,KeKeQ,2,588489,595409.5,ERANGEL,2U4GBNA0Ymln0tQ50mI7C1bGoZtYVHVdvWfeHUm01xlxqNTw54kqOfSxH-Oy_MeS,489,LVHAOBIN_,15,587196.4,595439.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymkp6B8n7CTN1hcU2Fro7_y5miQlh5yTMJFl8EFD0KEBGmJQXU0pmRlI,874,ABigChief420,18,0,0
M416,AssassinsCirit,1,254186.1,473365.8,NA,2U4GBNA0YmmO6SAJzeVm8sarxOrfTGEZrT1IvffhqKV2mnklLmgHFpuxtauYNXtN,1278,Otterbox,9,260592.3,473284.5
Tommy Gun,eflava,12,356472.3,515644.2,ERANGEL,2U4GBNA0Ymn9XLZr9LKCiFp_Oh80oe0P4grpkaTtraEQhWdU-xaOa6j1F3JVsagT,377,lsiL,31,356987,515777.3
S686,xuanhung,3,458043.9,427742,ERANGEL,2U4GBNA0YmkNae7Q8QMjjFrYVzGFm4WUqyLG7JsHav24OZt5LxBPp1KqLvkRNNxv,1593,princessyanyan,14,453785.2,424900.2
P18C,piogenesis,40,315128.7,357354.9,ERANGEL,2U4GBNA0Ymm8YXX4lk2emrbNm7E41CZbLX9BmNAs4V-WajUCEISBcqArz07Lzjl5,138,pikucis911,80,313782.1,356317.8
Kar98k,SISLOVESumut,1,284850.6,333835.7,ERANGEL,2U4GBNA0Ymm7n1ymGKTVbhhdmOa_1XkEeJ0rhcAejwZNsbl9mYVnbSTKu9sQzFrT,1899,wenxiaoxiu,3,287936.3,339300.9
M416,6324NoBNumber,18,439893,463227.8,ERANGEL,2U4GBNA0YmmIYq_3cgOnHtrOhW6wNvc4B3X1ufREYKx48EJ16fFuRzmZUycVtMlW,849,enfre,44,438532.6,469366.2
M16A4,tremmu,1,512004.3,661719.9,ERANGEL,2U4GBNA0YmnX7-9tCG976e-I2N1nW0pWdblPXdvcWRdIZSAIbcrw1GuDR-TuGPN9,1574,Wangpeiwei,4,511868,652849.4
SKS,jiejieya2,1,259391.4,579204.9,MIRAMAR,2U4GBNA0Ymn5EClnGHDEZEEF3OVU2aSHihIGPXrnskvlbsHiEM66-3WnKq1v8rRZ,1700,#unknown,3,260424.2,595503.3
Hit by Car,SmokeBuddy,2,430114.1,342107.4,ERANGEL,2U4GBNA0Yml5dO5If_p_zD3gWswLqaOyXWjBU0xRK4OPLgvmXzBarIfhSqp5AfIR,158,pengfei001,42,430198.6,342105.1
AKM,LookImUrFather,7,529598.3,247783,ERANGEL,2U4GBNA0Ymn2QBXIfIxbbMBPt5-MSoLxLM7zoNy1_PIQphgYCjLjOJM4yuvEARvS,413,caonima113,17,529763.4,247136.8
Bluezone,iptmcswag,6,687596.7,462807.9,ERANGEL,2U4GBNA0YmkNizrS7GdkF9WV4jgkb9_VA6-6MwRDgBSwhEuoi2LIeV5DWxEkQYau,1466,zhaozhenyumark,2,683157.8,468593.4
SCAR-L,tizzty654,2,328282.4,528503.1,ERANGEL,2U4GBNA0YmloW9vLFYrDsDXr2_CAlseZcPR8e1QpFNTEDqusUVoBf7GTia4VmjO1,1085,LKKWAA,19,325634.7,527076.3
SCAR-L,sMokeDogg2o4,4,518187.9,247498,ERANGEL,2U4GBNA0YmnU0_ZyTE9mHm7rJlp8G3Nny683yhs0mm1yfRRmDQncLpYmB1Huzz1_,1318,supreme_sun,10,498819.3,240751.8
UMP9,GangZi-1991,1,598856.6,345281.1,ERANGEL,2U4GBNA0YmljO0kmN02Klmw7BQ7MVaHkijT2EO40COcxb9ItZyakErbCsL0eyV_D,1951,qiqihaerbin,3,601081.3,344903.8
Down and Out,HBinze,27,449709.6,619937.3,ERANGEL,2U4GBNA0YmmM7YPVvqCykx7DXzg87U6Hr3D2OCaHghPqY5muO5mv-tRiM5bYV6M3,262,Ice_Sniper,39,446805.8,620295.1
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymk6zzfUVuuC5HyCWL6AsblaQrrTsZsL3QczUpX48oJH-19MQRotrE75,1473,BlizzardYT,21,387128,323558.3
SCAR-L,huang16o,5,210148,274018.8,ERANGEL,2U4GBNA0YmkggYpzXMwjEws73MyVTwhxpBNHL8SU1ws8KPQ17Qsv5MTTPyymPa5d,619,Six-home,23,208673.7,276497.9
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnkrBRNwnl0RBPCXPztVwKo3wGwtiHYAX37fJhMYjI2RehgIIyDFCgd,869,I-am-your-baba,26,0,0
M416,SlayJay33,11,404323.4,405149.6,ERANGEL,2U4GBNA0YmmIhvhjc1PGOP-jkGlIuljVXf_TAcFqEUZ7Pf8Ky-4bawAJkN440HVK,723,Stankii,14,404783.5,404938.3
M16A4,cookiechi,3,615525.9,384641.5,ERANGEL,2U4GBNA0YmlhBVSnzI7RrYc3kq6q_1o4xj8p7uho24_3eb-uaG1Y39FA7dnwRYpZ,1202,MyFirstTime,7,614101,389491.8
S12K,GatiImo,22,444853,628419.5,ERANGEL,2U4GBNA0YmmRyHDWhIee-pO6O5WOmOnS75cgH_slxX8zZerCv3dGrrz1SqnabnnW,230,Sujianba123123,20,444854.1,628051.9
Tommy Gun,raider2018,36,209415.9,290512.5,ERANGEL,2U4GBNA0YmlyQ-fu6udL8R3jujpf8pHNGis8uikhP03Qgg87F4q2ZjRIwRzu2wwX,204,PANDA-GUDONG,38,208287.9,290610.8
AKM,kTOFU-,1,517663.5,425325.3,MIRAMAR,2U4GBNA0Ymkdm5RTw_bIByL82Fu_rlpmJPPTuLk8NuLGtbiychX-Fe9XolMoLizM,1470,bbbbenz,12,518557.4,425510.6
M416,Jinzhaofenghua,1,423225.6,324602.6,ERANGEL,2U4GBNA0YmmCFw3-RVp3nuGMM93yTa5aMoNM69eoSIvuYeG5iEud4_CpuYJpFheK,774,Connman101,30,420899,324556.4
M16A4,Andy-24,34,709463.3,333485.1,ERANGEL,2U4GBNA0Ymkk2q0Ro9R1OsyUmNa7_4TKJ5PoSDqvz6fbZyqDjK4yZLAd-JDhe3l-,421,laizengnian,32,705663.5,329354.2
M416,Kotal_Khan,10,215955.8,278366.2,ERANGEL,2U4GBNA0YmmaDgcbfuzFJss8Uio8HhI4ahjyWc8hAzAUxwKEozaXUjfwqNQaE8Ab,153,Yahir,2,215873.7,279275.2
M416,u2lk,20,631359.9,372524.9,ERANGEL,2U4GBNA0YmmPdFMLKBpnvVHwU8JB9dKV9sr6G5cgowt8kEg8c_6DCYby61Z7Vi0z,141,CaptainCharles,9,630752,372450
AKM,JayceDaddy,10,380814.3,434086.6,ERANGEL,2U4GBNA0YmkUsHBp6Qz__LXnYIW8U41cxX9kcmFBak0_3x-Mmhzcm5MiFsB7MviQ,800,love1metter,17,378670.9,430571.2
Down and Out,X_Skullbreaker_X,8,471992.4,305560.4,MIRAMAR,2U4GBNA0Ymk7ohF4f2QSGjQsr-wvK3IPxrxGOpO3U2A98PFx4Fm6hkhWu5Ms_h2t,994,Ssoroooke,16,487258.4,276243.5
M416,jiaming6441386,2,592902.1,302633.4,MIRAMAR,2U4GBNA0Yml4TZni23XPQ6PkJ4wcMmFCAPeWxHJWa1ObfqNGekAE6Gw5EeJMf_lJ,1848,yinxiansheng,3,584857.3,307558.2
M416,PB1981,2,124710.7,512138.5,ERANGEL,2U4GBNA0YmnDnrf7SiPTpmhyofVw-e6HeMtWp_u5mYbKcS4CpXaTY7g3wADXTq8y,1184,yung_peachtree,12,123786.9,512890.8
Punch,Sul_Ahri,22,370608.2,415074.3,ERANGEL,2U4GBNA0Yml7nH0XUzyFq46l2nDdmMrHnT-Nh_2kFONoG7IJiRHct7c7O-_ZeqrY,152,SH00T2K1LL,12,369481.6,415299.2
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkcPxCk3Hy7Y7noI3iuw4w0jfSN6_vT4FOHwdkG4FwLAw3jM993z7xF,838,Slocamoe,88,0,0
M16A4,jfitch94,1,365841.9,439719.8,MIRAMAR,2U4GBNA0YmkOTSaddbAsMCzObcUw1MJiDFhX8Q2QFHtLeMxmAsTRKLGZfOt1qKBZ,453,fulerAlone,31,365444,440067.5
Crossbow,kaiguadawang,18,347701.9,165397.4,ERANGEL,2U4GBNA0Ymk9prHQZDI0uoJUtet-OyQuNmMZ-zfgTKpCRB6Jt7vpToNELqTtUFCM,345,mousetail1030,34,337067.1,164099.6
M24,Samzzz_12,9,262540,182375.5,ERANGEL,2U4GBNA0Ymlb8DxSYamTv0xXQuRZAe6m_imdOIeLePgp5xkKzOI0A4qCBkJZSwo2,1054,Fate-spouse,31,246132.3,186110
SCAR-L,NBNBNBNBNBNBA,23,680519.4,459843.8,ERANGEL,2U4GBNA0Ymloq6ohdfHVPQ5OnP-Vzu48BPtVl3kX45K4ocnCWEMrzsxzd5-4AU7-,243,TakeaSeatThere,36,681028.3,458593.6
AKM,Ordinary_People,1,191930,358691.2,ERANGEL,2U4GBNA0YmlRnUpJl2UaXuEvNGytfpZUG5sccL7iWB936yjjQv-j8ADl5GLeLA5L,1859,ZaddyMurk,4,192291.2,360850
Down and Out,F_Barbarossa,22,366502.8,396789.6,ERANGEL,2U4GBNA0Ymm2ZKUGHJQ7X-rHpjkqGGkgPEXYVWVn3kNcurciRT2dhj62WJUiWRH1,323,Skormish,10,369231.9,398944.7
SCAR-L,AnNanShan,16,621337.1,424393.9,ERANGEL,2U4GBNA0YmlnTgnFN1YooDl4GsLYyOpVG2fKBiXK6GL63xqtt5vKDBm5SBdizn-n,1014,Mrs_Eeveryshot,8,621750,423153.3
RedZone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkIT_woI4AeydmIobRPOUAjIJQnE3znn1GnMX3Ie-mnzZ7egdId4aNL,695,Michael-Joe,6,481089.5,634648.9
M16A4,UEIFANS,22,422026.9,327948.2,ERANGEL,2U4GBNA0Ymm68OzFCh4T74bvZIv_v2cR6Ct2Y6lhu0sMm8YhUlg1Ujvm3lQ6mC2_,244,DanTheManAu79,35,421418.1,327781
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmlzWMBKVGaVgpIFyTS6Tmf6-I2vZYVLDwK7DxFhTDxmXgzPHb9neOvg,1388,Acacia79,41,0,0
Down and Out,BlackHulkHogan,1,302476.8,542173.8,ERANGEL,2U4GBNA0YmnjI5gYm2htcMA4FJikGWFqlcglotlFS6IgF1CWX3HTTas0IJLhyj_r,1622,FIDGITSPINNABOI,6,304661.2,541238.6
M416,gukanwudiing555,8,546084.9,238725.2,ERANGEL,2U4GBNA0Ymlx8qKy1tIgnnpdnSrjiGnScIhxuJCfw22fgXcnXjXFebFDr8bKuXFS,121,KCWL,22,546246.3,238933.8
Down and Out,HolyGalio,8,513425.3,384293.6,MIRAMAR,2U4GBNA0Ymkk8dbNQvEnxhutz4oWUpQfIGw8rFbhzlvFtAz2UH9NrLJL2N6CWnrl,414,LrdFarquad,NA,519516.5,383019.9
M16A4,Lixuehuang-,22,442676.5,449035.3,ERANGEL,2U4GBNA0YmlTWty0rS6OtGvs5Hb98X5qsOzBgZs8tdA1VZRpbHQ1qB10gRdEK8VM,821,MacLS,25,440679.1,447017.6
M416,Hillboy,19,362503.7,408071,ERANGEL,2U4GBNA0YmnIz71P2j4l4q1kX-h_YVRAZ_ujWxBpqqUNCDoUCOfTK7z4dD7xEG7H,385,ERZIMENGHAO,18,362181.3,408403.4
AKM,HL1ggg,18,367299,391796.6,ERANGEL,2U4GBNA0YmnxuCZsJcEzrIPxMPoU1H9ieO3cJ-fw49oMnDWDT9h1LQlKOhEOuCDy,815,nellyK,19,359392.1,385864.1
P92,comicsss,22,608321.3,595621.8,ERANGEL,2U4GBNA0Ymla5WQLMvVwCpmToW0oAZZhjJF88_f9i8ZjouEXSJnsf8h1Etu4RcTN,186,HeHeheh_eheHe,24,609193.8,596277.5
Drown,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnVELyXkQs0L57jxchMm2MnmrrOndVDQIDGJ2KozQheq58cLwMD-dOl,147,nan5545,12,661658.4,584211.3
M16A4,LonGdiadia,9,325823.8,437555.2,MIRAMAR,2U4GBNA0Yml4_oF-8m2pYTMb2H3nHZBc0qwWhV0NLHTt3ViCDFYGuBXLz4z8ide3,1015,Boss_Aprd,11,329205.2,447735
AKM,callmemomm,9,244720.8,294966.8,ERANGEL,2U4GBNA0YmnX1xK27aqUnjEm88oF2wO9OGzatYwZLgy3BUN70rwzhCSt3B7aO7S9,1183,qiaodabao12138,26,245296.5,294268.6
